call_id,ring_timestamp_unix,pick_up_timestamp_unix,call_end_timestamp,latitude,longitude,call_taker_station_id,agent_id,ring_timestamp,pickup_timestamp,call_duration_seconds,total_number_of_agents
CALL_000469,1718481000,1718481000,2024-06-15 17:07:26,40.711132,-73.924223,STATION_10,AGENT_19,2024-06-15 16:50:00,2024-06-15 16:50:00,1046,15
CALL_000715,1718512860,1718512862,2024-06-16 01:51:02,40.907736,-74.362295,STATION_13,AGENT_09,2024-06-16 01:41:00,2024-06-16 01:41:02,600,15
CALL_000887,1718534880,1718534882,2024-06-16 08:10:13,40.672409,-73.834062,STATION_05,AGENT_18,2024-06-16 07:48:00,2024-06-16 07:48:02,1331,15
CALL_001062,1718557980,1718557982,2024-06-16 14:19:51,40.732048,-74.171489,STATION_12,AGENT_07,2024-06-16 14:13:00,2024-06-16 14:13:02,409,15
CALL_001238,1718580720,1718580722,2024-06-16 20:49:27,40.572424,-73.890641,STATION_14,AGENT_16,2024-06-16 20:32:00,2024-06-16 20:32:02,1045,15
CALL_001774,1718650020,1718650020,2024-06-17 16:04:52,40.328016,-73.914316,STATION_06,AGENT_03,2024-06-17 15:47:00,2024-06-17 15:47:00,1072,15
CALL_001829,1718657460,1718657460,2024-06-17 18:00:01,40.62076,-74.049616,STATION_01,AGENT_03,2024-06-17 17:51:00,2024-06-17 17:51:00,541,15
CALL_000291,1718457900,1718457902,2024-06-15 10:42:53,40.700342,-74.049973,STATION_06,AGENT_02,2024-06-15 10:25:00,2024-06-15 10:25:02,1071,15
CALL_000405,1718472540,1718472541,2024-06-15 14:38:05,40.820381,-73.960647,STATION_11,AGENT_03,2024-06-15 14:29:00,2024-06-15 14:29:01,544,15
CALL_000531,1718488560,1718488562,2024-06-15 19:01:42,40.727779,-73.912741,STATION_01,AGENT_04,2024-06-15 18:56:00,2024-06-15 18:56:02,340,15
CALL_000613,1718499780,1718499782,2024-06-15 22:16:28,40.747007,-74.031955,STATION_08,AGENT_12,2024-06-15 22:03:00,2024-06-15 22:03:02,806,15
CALL_001166,1718571480,1718571481,2024-06-16 18:10:30,40.721753,-73.99804,STATION_05,AGENT_19,2024-06-16 17:58:00,2024-06-16 17:58:01,749,15
CALL_001486,1718612700,1718612702,2024-06-17 05:29:50,40.744788,-74.032865,STATION_14,AGENT_13,2024-06-17 05:25:00,2024-06-17 05:25:02,288,15
CALL_001507,1718615760,1718615760,2024-06-17 06:27:23,40.836576,-74.054177,STATION_03,AGENT_10,2024-06-17 06:16:00,2024-06-17 06:16:00,683,15
CALL_001569,1718623560,1718623561,2024-06-17 08:38:18,40.722522,-73.94747,STATION_13,AGENT_10,2024-06-17 08:26:00,2024-06-17 08:26:01,737,15
CALL_001664,1718636100,1718636101,2024-06-17 12:03:56,40.659315,-73.857804,STATION_11,AGENT_02,2024-06-17 11:55:00,2024-06-17 11:55:01,535,15
CALL_001908,1718667600,1718667602,2024-06-17 20:59:34,40.675377,-74.038949,STATION_07,AGENT_08,2024-06-17 20:40:00,2024-06-17 20:40:02,1172,15
CALL_000086,1718431320,1718431321,2024-06-15 03:16:09,40.705151,-73.955501,STATION_13,AGENT_09,2024-06-15 03:02:00,2024-06-15 03:02:01,848,15
CALL_000130,1718437140,1718437140,2024-06-15 04:47:31,40.739581,-73.936986,STATION_11,AGENT_01,2024-06-15 04:39:00,2024-06-15 04:39:00,511,15
CALL_000158,1718440740,1718440742,2024-06-15 05:48:49,40.620793,-74.176338,STATION_04,AGENT_13,2024-06-15 05:39:00,2024-06-15 05:39:02,587,15
CALL_000579,1718495580,1718495580,2024-06-15 21:01:22,40.837687,-73.897995,STATION_06,AGENT_04,2024-06-15 20:53:00,2024-06-15 20:53:00,502,15
CALL_001105,1718563500,1718563500,2024-06-16 15:50:58,40.66416,-73.969858,STATION_03,AGENT_11,2024-06-16 15:45:00,2024-06-16 15:45:00,358,15
CALL_001151,1718569560,1718569561,2024-06-16 17:36:47,40.779963,-74.131492,STATION_06,AGENT_03,2024-06-16 17:26:00,2024-06-16 17:26:01,646,15
CALL_001173,1718572200,1718572202,2024-06-16 18:16:20,40.82456,-74.100551,STATION_04,AGENT_16,2024-06-16 18:10:00,2024-06-16 18:10:02,378,15
CALL_001435,1718606340,1718606342,2024-06-17 03:43:48,40.857462,-74.148368,STATION_11,AGENT_01,2024-06-17 03:39:00,2024-06-17 03:39:02,286,15
CALL_001600,1718627940,1718627941,2024-06-17 09:52:33,40.953749,-74.035678,STATION_06,AGENT_02,2024-06-17 09:39:00,2024-06-17 09:39:01,812,15
CALL_001755,1718647800,1718647802,2024-06-17 15:25:20,40.837441,-74.053804,STATION_10,AGENT_19,2024-06-17 15:10:00,2024-06-17 15:10:02,918,15
CALL_001819,1718656080,1718656082,2024-06-17 17:37:35,40.620003,-73.83559,STATION_08,AGENT_11,2024-06-17 17:28:00,2024-06-17 17:28:02,573,15
CALL_000169,1718441940,1718441942,2024-06-15 06:08:00,40.677433,-74.063582,STATION_02,,2024-06-15 05:59:00,2024-06-15 05:59:02,538,0
CALL_000185,1718444280,1718444280,2024-06-15 06:50:13,40.674349,-73.930461,STATION_01,AGENT_02,2024-06-15 06:38:00,2024-06-15 06:38:00,733,15
CALL_000239,1718451300,1718451301,2024-06-15 08:44:03,40.665277,-73.995357,STATION_06,AGENT_02,2024-06-15 08:35:00,2024-06-15 08:35:01,542,15
CALL_000365,1718467620,1718467622,2024-06-15 13:26:59,40.711176,-73.791773,STATION_01,AGENT_03,2024-06-15 13:07:00,2024-06-15 13:07:02,1197,15
CALL_000482,1718482560,1718482561,2024-06-15 17:20:53,40.697816,-74.123011,STATION_08,AGENT_11,2024-06-15 17:16:00,2024-06-15 17:16:01,292,15
CALL_000483,1718482860,1718482860,2024-06-15 17:28:56,40.748898,-73.930084,STATION_11,AGENT_03,2024-06-15 17:21:00,2024-06-15 17:21:00,476,15
CALL_000586,1718496120,1718496121,2024-06-15 21:16:51,40.741354,-74.024714,STATION_02,AGENT_08,2024-06-15 21:02:00,2024-06-15 21:02:01,890,15
CALL_000631,1718502000,1718502002,2024-06-15 22:47:49,40.850107,-73.517744,STATION_15,AGENT_20,2024-06-15 22:40:00,2024-06-15 22:40:02,467,15
CALL_000645,1718503800,1718503802,2024-06-15 23:21:10,40.592591,-74.164414,STATION_13,AGENT_12,2024-06-15 23:10:00,2024-06-15 23:10:02,668,15
CALL_001380,1718599260,1718599261,2024-06-17 01:51:40,40.779208,-74.145022,STATION_13,AGENT_09,2024-06-17 01:41:00,2024-06-17 01:41:01,639,15
CALL_001428,1718605260,1718605262,2024-06-17 03:33:07,40.71072,-74.004198,STATION_07,AGENT_05,2024-06-17 03:21:00,2024-06-17 03:21:02,725,15
CALL_001928,1718670060,1718670062,2024-06-17 21:31:25,40.686312,-73.952564,STATION_05,AGENT_20,2024-06-17 21:21:00,2024-06-17 21:21:02,623,15
CALL_000312,1718460900,1718460901,2024-06-15 11:22:29,40.65958,-74.143932,STATION_03,AGENT_10,2024-06-15 11:15:00,2024-06-15 11:15:01,448,15
CALL_000366,1718467680,1718467681,2024-06-15 13:18:30,40.741888,-74.0022,STATION_06,AGENT_03,2024-06-15 13:08:00,2024-06-15 13:08:01,629,15
CALL_000427,1718475360,1718475360,2024-06-15 15:21:17,40.672709,-73.974022,STATION_11,AGENT_03,2024-06-15 15:16:00,2024-06-15 15:16:00,317,15
CALL_000554,1718492160,1718492160,2024-06-15 20:03:11,40.699222,-74.093798,STATION_13,AGENT_12,2024-06-15 19:56:00,2024-06-15 19:56:00,431,15
CALL_000938,1718541720,1718541720,2024-06-16 09:53:19,40.743679,-73.986271,STATION_06,AGENT_02,2024-06-16 09:42:00,2024-06-16 09:42:00,679,15
CALL_001502,1718614980,1718614982,2024-06-17 06:10:49,40.64815,-73.994946,STATION_13,AGENT_10,2024-06-17 06:03:00,2024-06-17 06:03:02,467,15
CALL_001530,1718618520,1718618522,2024-06-17 07:07:30,40.737065,-73.79668,STATION_02,AGENT_06,2024-06-17 07:02:00,2024-06-17 07:02:02,328,15
CALL_001716,1718642400,1718642401,2024-06-17 13:53:00,40.606407,-74.079903,STATION_02,AGENT_07,2024-06-17 13:40:00,2024-06-17 13:40:01,779,15
CALL_001846,1718659500,1718659501,2024-06-17 18:31:02,40.637596,-73.975011,STATION_08,AGENT_12,2024-06-17 18:25:00,2024-06-17 18:25:01,361,15
CALL_000053,1718426940,1718426942,2024-06-15 01:55:07,40.730126,-73.927818,STATION_08,AGENT_09,2024-06-15 01:49:00,2024-06-15 01:49:02,365,15
CALL_000135,1718437860,1718437861,2024-06-15 04:58:10,40.858787,-74.08683,STATION_11,AGENT_01,2024-06-15 04:51:00,2024-06-15 04:51:01,429,15
CALL_000295,1718458620,1718458621,2024-06-15 10:45:23,40.86606,-74.042284,STATION_04,AGENT_14,2024-06-15 10:37:00,2024-06-15 10:37:01,502,15
CALL_000306,1718460000,1718460000,2024-06-15 11:07:58,40.792068,-73.86395,STATION_03,AGENT_10,2024-06-15 11:00:00,2024-06-15 11:00:00,478,15
CALL_000412,1718473680,1718473682,2024-06-15 14:53:55,40.569241,-74.069896,STATION_03,AGENT_11,2024-06-15 14:48:00,2024-06-15 14:48:02,353,15
CALL_000636,1718502660,1718502662,2024-06-15 23:04:35,40.70726,-74.156472,STATION_07,AGENT_08,2024-06-15 22:51:00,2024-06-15 22:51:02,813,15
CALL_000933,1718541300,1718541300,2024-06-16 09:47:00,40.663855,-73.9978,STATION_07,AGENT_06,2024-06-16 09:35:00,2024-06-16 09:35:00,720,15
CALL_001058,1718557200,1718557201,2024-06-16 14:10:27,40.845285,-73.914864,STATION_11,AGENT_03,2024-06-16 14:00:00,2024-06-16 14:00:01,626,15
CALL_001260,1718583360,1718583361,2024-06-16 21:27:21,40.640975,-73.86835,STATION_14,AGENT_16,2024-06-16 21:16:00,2024-06-16 21:16:01,680,15
CALL_001272,1718585100,1718585102,2024-06-16 21:51:33,40.670248,-74.087538,STATION_05,AGENT_20,2024-06-16 21:45:00,2024-06-16 21:45:02,391,15
CALL_001458,1718609100,1718609101,2024-06-17 04:34:10,40.585357,-73.874883,STATION_01,AGENT_01,2024-06-17 04:25:00,2024-06-17 04:25:01,549,15
CALL_001505,1718615220,1718615220,2024-06-17 06:20:46,40.695711,-74.059805,STATION_05,AGENT_18,2024-06-17 06:07:00,2024-06-17 06:07:00,826,15
CALL_001625,1718630760,1718630761,2024-06-17 10:37:48,40.706102,-74.011739,STATION_02,AGENT_06,2024-06-17 10:26:00,2024-06-17 10:26:01,707,15
CALL_001864,1718661960,1718661961,2024-06-17 19:12:55,40.713697,-74.028485,STATION_09,AGENT_16,2024-06-17 19:06:00,2024-06-17 19:06:01,414,15
CALL_000074,1718430060,1718430061,2024-06-15 02:53:18,40.650278,-73.954496,STATION_08,AGENT_09,2024-06-15 02:41:00,2024-06-15 02:41:01,737,15
CALL_000171,1718442060,1718442060,2024-06-15 06:13:36,40.822465,-74.030904,STATION_01,AGENT_02,2024-06-15 06:01:00,2024-06-15 06:01:00,756,15
CALL_000225,1718449560,1718449561,2024-06-15 08:16:15,40.646826,-74.018579,STATION_01,AGENT_02,2024-06-15 08:06:00,2024-06-15 08:06:01,614,15
CALL_000446,1718478120,1718478120,2024-06-15 16:08:40,40.699228,-74.064168,STATION_12,AGENT_07,2024-06-15 16:02:00,2024-06-15 16:02:00,400,15
CALL_000509,1718486580,1718486581,2024-06-15 18:31:39,40.748686,-73.898749,STATION_04,AGENT_16,2024-06-15 18:23:00,2024-06-15 18:23:01,518,15
CALL_000650,1718504340,1718504342,2024-06-15 23:25:46,40.836779,-74.591168,STATION_14,AGENT_16,2024-06-15 23:19:00,2024-06-15 23:19:02,404,15
CALL_001421,1718604600,1718604600,2024-06-17 03:21:02,41.027548,-74.206513,STATION_03,AGENT_09,2024-06-17 03:10:00,2024-06-17 03:10:00,662,15
CALL_001911,1718667780,1718667782,2024-06-17 20:51:06,40.723971,-73.889774,STATION_08,AGENT_12,2024-06-17 20:43:00,2024-06-17 20:43:02,484,15
CALL_000052,1718426880000,1718426881000,2024-06-15 01:58:47,40.799943,-74.166748,STATION_15,AGENT_17,2024-06-15 01:48:00,2024-06-15 01:48:01,646,15
CALL_000666,1718506500,1718506502,2024-06-16 00:00:11,40.596231,-73.875566,STATION_14,AGENT_16,2024-06-15 23:55:00,2024-06-15 23:55:02,309,15
CALL_000820,1718526300,1718526301,2024-06-16 05:39:49,40.807625,-73.83211,STATION_06,AGENT_01,2024-06-16 05:25:00,2024-06-16 05:25:01,888,15
CALL_000983,1718547720,1718547722,2024-06-16 11:33:06,40.77249,-74.069158,STATION_01,AGENT_02,2024-06-16 11:22:00,2024-06-16 11:22:02,664,15
CALL_001117,1718564700,1718564702,2024-06-16 16:14:39,40.769251,-74.218723,STATION_02,AGENT_07,2024-06-16 16:05:00,2024-06-16 16:05:02,577,15
CALL_001304,1718589300,1718589300,2024-06-16 23:07:39,40.628942,-73.932862,STATION_08,AGENT_12,2024-06-16 22:55:00,2024-06-16 22:55:00,759,15
CALL_001894,1718665320,1718665320,2024-06-17 20:17:25,40.749705,-74.03173,STATION_01,AGENT_04,2024-06-17 20:02:00,2024-06-17 20:02:00,925,15
CALL_001944,1718672220,1718672222,2024-06-17 22:17:19,40.698007,-74.140977,STATION_06,AGENT_04,2024-06-17 21:57:00,2024-06-17 21:57:02,1217,15
CALL_000189,1718444880,1718444880,2024-06-15 06:59:06,40.604297,-74.001192,STATION_10,AGENT_18,2024-06-15 06:48:00,2024-06-15 06:48:00,666,15
CALL_000440,1718477040,1718477040,2024-06-15 15:53:30,40.740387,-74.024529,STATION_12,AGENT_07,2024-06-15 15:44:00,2024-06-15 15:44:00,570,15
CALL_000536,1718490060,1718490061,2024-06-15 19:29:03,40.752302,-73.928164,STATION_11,AGENT_04,2024-06-15 19:21:00,2024-06-15 19:21:01,482,15
CALL_000556,1718492280,1718492281,2024-06-15 20:07:00,40.659255,-73.856731,STATION_10,AGENT_20,2024-06-15 19:58:00,2024-06-15 19:58:01,539,15
CALL_000609,1718499240,1718499240,2024-06-15 21:58:12,40.786605,-74.018038,STATION_12,AGENT_08,2024-06-15 21:54:00,2024-06-15 21:54:00,252,15
CALL_000669,1718506740,1718506742,2024-06-16 00:15:55,40.692264,-73.928034,STATION_02,,2024-06-15 23:59:00,2024-06-15 23:59:02,1013,0
CALL_000905,1718537760,1718537762,2024-06-16 08:50:48,40.684976,-74.035509,STATION_13,AGENT_10,2024-06-16 08:36:00,2024-06-16 08:36:02,886,15
CALL_001122,1718565600,1718565601,2024-06-16 16:30:28,40.604048,-74.129743,STATION_09,AGENT_15,2024-06-16 16:20:00,2024-06-16 16:20:01,627,15
CALL_001447,1718607960,1718607961,2024-06-17 04:12:41,40.743485,-73.986516,STATION_07,AGENT_05,2024-06-17 04:06:00,2024-06-17 04:06:01,400,15
CALL_001477,1718611680,1718611681,2024-06-17 05:22:18,40.709072,-73.972204,STATION_08,AGENT_09,2024-06-17 05:08:00,2024-06-17 05:08:01,857,15
CALL_001536,1718619120,1718619122,2024-06-17 07:22:33,40.610989,-74.111509,STATION_06,AGENT_02,2024-06-17 07:12:00,2024-06-17 07:12:02,631,15
CALL_001890,1718665140,1718665141,2024-06-17 20:05:57,40.743246,-74.155616,STATION_08,AGENT_12,2024-06-17 19:59:00,2024-06-17 19:59:01,416,15
CALL_000031,1718424000,1718424001,2024-06-15 01:10:25,40.677483,-73.954673,STATION_10,AGENT_17,2024-06-15 01:00:00,2024-06-15 01:00:01,624,15
CALL_000458,1718479320000,1718479322000,2024-06-15 16:30:53,40.739021,-73.986795,STATION_10,AGENT_19,2024-06-15 16:22:00,2024-06-15 16:22:02,531,15
CALL_000549,1718491500,1718491500,2024-06-15 19:51:15,40.74704,-74.05927,STATION_13,AGENT_12,2024-06-15 19:45:00,2024-06-15 19:45:00,375,15
CALL_000610,1718499300,1718499302,2024-06-15 22:09:04,40.349375,-73.467844,STATION_09,AGENT_16,2024-06-15 21:55:00,2024-06-15 21:55:02,842,15
CALL_000722,1718514000,1718514001,2024-06-16 02:10:47,40.625545,-74.307951,STATION_08,AGENT_09,2024-06-16 02:00:00,2024-06-16 02:00:01,646,15
CALL_001641,1718633160,1718633160,2024-06-17 11:15:58,40.749186,-74.223157,STATION_07,AGENT_06,2024-06-17 11:06:00,2024-06-17 11:06:00,598,15
CALL_000067,1718428740,1718428742,2024-06-15 02:31:07,40.697902,-73.9346,STATION_11,AGENT_01,2024-06-15 02:19:00,2024-06-15 02:19:02,725,15
CALL_000529,1718488560,1718488561,2024-06-15 19:09:22,40.653634,-74.049746,STATION_11,AGENT_04,2024-06-15 18:56:00,2024-06-15 18:56:01,801,15
CALL_001409,1718602500,1718602500,2024-06-17 02:47:17,41.105819,-73.725828,STATION_14,AGENT_13,2024-06-17 02:35:00,2024-06-17 02:35:00,737,15
